title,alt_title,type,description,genre,author,artist,rate,image,released
Arcane Sniper,"마탄의 사수, Магический стрелок, Mystic Musketeer, Matan's shooter, 魔弾の銃士, 魔彈-射手, El Francotirador de Nivel Arcano",manga,"Paraplegic ex-sniper Ha Yiha is getting a fresh start in the VR game “Middle Earth.” He hopes to become a powerful player and earn enough money to afford surgery, but there’s a small problem… an untimely logout leaves him playing as a musketeer, the game’s most ineffective class. Luckily, he’s able to use his real-life sharpshooting skills to take musketeering to new heights. As his unprecedented progress turns heads and prompts new quests, Yiha thinks he’s got a shot at success, but he may have just landed himself directly in danger’s sights.

---
- [Original Webtoon <Webtoon kakao>](https://webtoon.kakao.com/content/%EB%A7%88%ED%83%84%EC%9D%98-%EC%82%AC%EC%88%98/2470)
---
- [Official Japanese Translation](https://piccoma.com/web/product/69064)
- [Official Thai Translation](https://th.kakaowebtoon.com/content/%E0%B8%AA%E0%B9%84%E0%B8%99%E0%B9%80%E0%B8%9B%E0%B8%AD%E0%B8%A3%E0%B9%8C%E0%B8%81%E0%B8%A3%E0%B8%B0%E0%B8%AA%E0%B8%B8%E0%B8%99%E0%B9%80%E0%B8%A7%E0%B8%97/179)
- [Official Indonesian Translation](https://id.kakaowebtoon.com/content/The-Freeshooter/548)","Monsters, Action, Long Strip, Adventure, Virtual Reality, Video Games, Magic, Drama, Fantasy, Web Comic, Adaptation, Full Color",deupo (드포),Glpi (글피),8.2908,https://mangadex.org/covers/cbf53f02-9594-42e7-9dbf-8ae1c783466f/0ae5f0af-dd5b-4fee-8612-95bb22b087fd.png,2021
Concubine Walkthrough,"후궁공략, Concubine Attack, Royal Game, 後宮攻略",manga,"At first, Yona gave some major side-eye to the popular game ""Concubine Walkthrough"" until she got sucked into it—literally! Now stuck as the villain, she has her hands full facing the infamously cruel emperor, shaking off scheming concubines, and befriending NPCs. There’s only one way the Game Master will let her out and that’s to become the Empress! Will she be able to stay true to her honest and straightforward self despite the palace’s intrigues? One extra problem: she’s got competition...","Reincarnation, Traditional Games, Long Strip, Romance, Comedy, Reverse Harem, Virtual Reality, Fantasy, Web Comic, Full Color",Bong Bong,Bong Bong,8.5417,https://mangadex.org/covers/3b34f7d5-d505-4da4-99eb-e7091900cdb9/bd1774d1-2525-4b44-b0a4-9777fc95c12e.jpg,2020
To Aru Kagaku no Railgun,"A Certain Scientific Railgun, Некий научный Рейлган, とある科学の超電磁砲, とある魔術の禁書目録外伝 とある科学の超電磁砲, 某科学的超电磁炮, 어떤 과학의 초전자포, 某科學的超電磁炮, 科學超電磁砲, 科学超电磁炮, 科學超電磁砲 (Classical Chinese)",manga,"Welcome to a world where mysticism and science collide, and supernatural powers are derived from either science or religion. At the heart of this world is Academy City, an advanced metropolis whose population is comprised mostly of students The majority of students are enrolled in the city's ""Power Curriculum Program,"" where they must learn to master their latent psychic powers. Out of several million students, only seven are deemed powerful enough to have Level 5 status.

Meet Mikoto Misaka, the third most powerful Level 5 ESPer in Academy City. Together with her best friends Kuroko Shirai and the other members of Judgment, a student-run law enforcement agency, Mikoto delves deep into the dark heart of the scientific sprawl she calls home, and uncovers secrets she wishes she hadn't!","Sci-Fi, Action, Comedy, Gore, Drama, School Life, Slice of Life, Supernatural",Kamachi Kazuma,Fuyukawa Motoi,8.9291,https://mangadex.org/covers/d00bd104-d9b2-4ee9-a088-b5065d1c406a/d9267aac-84e3-411a-bf06-a7a4d763e456.jpg,2007
Golden Kamuy,"ゴールデンカムイ, Золотое божество, 골든 카무이, 黄金神威, 黃金神威",manga,"In the early twentieth century, Russo-Japanese War veteran Saichi “Immortal” Sugimoto scratches out a meager existence during the postwar gold rush in the wilderness of Hokkaido. When he stumbles across a map to a fortune in hidden Ainu gold, he sets off on a treacherous quest to find it. But Sugimoto is not the only interested party, and everyone who knows about the gold will kill to possess it! Faced with the harsh conditions of the northern wilderness, ruthless criminals and rogue Japanese soldiers, Sugimoto will need all his skills and luck—and the help of an Ainu girl named Asirpa - to survive.

---
- Winner of the 9th Manga Taisho Award in 2016.
- Nominated for the 20th Tezuka Osamu Cultural Prize and 40th Kodansha Manga Awards that same year.
- Winner of the 22th Tezuka Osamu Cultural Prize in 2018.","Thriller, Award Winning, Historical, Action, Animals, Comedy, Survival, Samurai, Adventure, Military, Gore, Drama, Slice of Life, Cooking, Tragedy",Noda Satoru,Noda Satoru,9.4683,https://mangadex.org/covers/8847f905-550d-4fe6-bcda-ac2b896789c7/e96cfe6d-7876-4558-b4bc-0930deb5060a.jpg,2014
Fight Class 3,"Gyeoggi 3 Ban, Gyeok Gi 3 Ban, 격기3반",manga,"A world in which Korea is the global capital of combat sports. At Nam-Il High School where the best and most talented students of martial arts reside, Jiu Ji-Tae suddenly finds himself thrust into their midst despite being a total weakling.  
  
By neutralizing his physical shortcomings through jiu-jitsu, can he rise to the top of the fight classes?  


---","Thriller, Action, Psychological, Comedy, Sports, Martial Arts, Drama, School Life, Web Comic, Slice of Life, Tragedy",2hakkk,2hakkk,8.7253,https://mangadex.org/covers/49650a04-d0d7-4526-b460-8203ae223586/e684daa6-8687-4b54-a5ee-0fdc82bdd4bd.jpg,2016
Hibari's Morning,"ひばりの朝, 日波里的清晨",manga,"Teshima Hibari is a 14-year-old girl with a body that is more sensual than most girls her age. Her story includes the opinions and reactions of all of the people around her, as well as the actions of her own life. The chapters explore the thoughts and feelings of classmates and adults, men and women. The males often have romantic or sexual feelings for Hibari, while the women sometimes have feelings of inferiority or jealousy. Whether positive or negative, it seems everyone has a reaction to Hibari.","Psychological, Romance, Drama, Slice of Life",Yamashita Tomoko,Yamashita Tomoko,8.4675,https://mangadex.org/covers/58fdedb1-5be3-485b-9265-e3e33d71a0dd/76bbb132-6f8a-4378-9022-fee5a097e672.png,2011
Who's Your Daddy?,"후즈유어대디, 후즈 유어 대디, 你爸爸是谁",manga,"Louis, the commander of the Second Chief of Guards, is abruptly diagnosed as being ""in the fourth month of pregnancy"" while chasing a serial killer who is making a splash in the capital. Four months ago, an unforgettable night at the palace ball… Who did he spend the night with?

---
**Original Novel:** [R15](https://page.kakao.com/home/detail?seriesId=48813244), [R19](https://ridibooks.com/books/111023371)

**Original Webtoon:**
* R19: [Bomtoon](https://www.bomtoon.com/comic/ep_list/whozURd/?p_id=tw860), [KakaoPage](https://page.kakao.com/content/60643562), [Lezhin](https://www.lezhin.com/ko/comic/whos_your_daddy), [MrBlue](https://www.mrblue.com/webtoon/wt_000053498), [Ridibooks](https://ridibooks.com/books/1716001702), [Tocsoda](https://www.tocsoda.co.kr/product/productView?brcd=77M2208187884)
* R15: [Bomtoon](https://www.bomtoon.com/comic/ep_list/whozURd_MO), [KakaoPage](https://page.kakao.com/content/60238842), [Lezhin](https://www.lezhin.com/ko/comic/whos_your_daddy_15), [MrBlue](https://www.mrblue.com/webtoon/wt_000053499), [Ridibooks](https://ridibooks.com/books/1716001829)

**Official Translations:**
* [English](https://www.lezhinus.com/en/comic/daddy)
* [French / Français](https://www.bontoon.com/detail/bt_1110178)
* [Thai / ภาษาไทย](https://www.comico.in.th/titles/2331)","Historical, Psychological, Long Strip, Boys' Love, Crime, Sexual Violence, Drama, Fantasy, Web Comic, Mystery, Adaptation, Full Color",Anko (안코),Kyungta (경타),8.4016,https://mangadex.org/covers/93a0af00-7edc-4412-819f-57e8475523ad/a2ba97ca-67f2-417c-b5d8-6488716e225f.jpg,2020
The Archmage's Restaurant,"어느 마법사의 식당, A Wizard's Restaurant, The Wizard's Restaurant, Eoneu Mabeobsaui Sigdang",manga,"A man who reincarnated in another world as a 9th class wizard and retired after saving the continent from a dragon war. He decides to open a small restaurant in the countryside, but his routine is anything but ordinary. 

On the second floor of his restaurant, there lives a black dragon who has transformed into a woman, named Rurin. She is greedy, cute and loyal to him, but also ignorant and clueless about the human world. 

They live a fun and warm life, serving customers, solving problems and growing violets in the garden.","Reincarnation, Monsters, Action, Long Strip, Comedy, Adventure, Magic, Isekai, Fantasy, Web Comic, Slice of Life, Cooking, Adaptation, Full Color",chassi,Studio Inus (스튜디오 이너스),8.7305,https://mangadex.org/covers/91b67596-9bc3-48f5-8aad-02ff520fdfa9/e5a815d4-7a2b-4061-94f1-b6a18d008cc5.jpg,2023
The Infinite Mage,"무한의 마법사, Infinite Wizard, El Mago infinito",manga,"This is the tale of a boy dreaming about infinity as a human!

Found abandoned in a stable, Shirone is the son of a hunter—and a peasant through and through.
Despite hardships, he's a genius that manages to learn to read by himself and becomes obsessed with it.

Brimming with genius talent, he goes to the city with his father, where he learns about magic—
beginning his journey as an explosive rising star!","Action, Long Strip, Adventure, Magic, School Life, Fantasy, Web Comic, Adaptation, Full Color",Kiraz (REDICE STUDIO),Themis (테미스),8.8971,https://mangadex.org/covers/4d97b35d-2d9f-4369-964f-3b0ce2c7fbbc/06836fd9-2735-433e-b80d-66f85ea6b9fe.jpg,2023
"Cutie's Here: Mommy, Where's My Daddy?",萌宝来袭：妈咪我爹地呢？,manga,"The female lead, Ye Xiange, used to be a trainee within Linshan Entertainment. Before she could officially debut however, she was plagued by scandals and her nudes were all over the media. The company terminated the contract with her and she was also cheated by her boyfriend. What she didn’t expect most was that she suddenly had a five year old son after waking up. What the hell? Child, who’s your mommy? And who’s your daddy?

---
**Links:**
- Alternative Official English - [WebComics](https://webcomicsapp.com/comic/Mommy-where-s-my-daddy-/5fc48c108c252b53063303eb)","Long Strip, Romance, Comedy, Drama, Web Comic, Slice of Life, Full Color",AKE (阿柯文化),AKE (阿柯文化),8.5882,https://mangadex.org/covers/59abb071-c47c-4f11-b176-6dc7a6a3cc33/9c635dbb-fe22-41d5-a989-7dd35efd551a.jpg,2019
The Ghost and the Exhausted Office Worker,幽霊と疲れた会社員,manga,"A story about a ghost and the exhausted office worker he watches over as he gradually learns to find meaning in his life.

Original by [@yukiyuki_nkym](https://twitter.com/yukiyuki_nkym) on Twitter.","Ghosts, Romance, Office Workers, 4-Koma, Web Comic, Slice of Life, Full Color",Nakayama Yuki,Nakayama Yuki,8.3958,https://mangadex.org/covers/cd32f281-8e4f-4c83-8d5a-0af816087683/aa7c8cdf-f75e-43ec-80b7-e83ccf25316d.jpg,2023
Cool na Doukyuusei no ◯◯ Nengo…,"クールな同級生の◯◯年後..., The Cool Classmate XX Years Later..., The Cool Classmate ◯◯ Years Later...",manga,,"Romance, Comedy, Web Comic, Slice of Life, Full Color",Kyutai X,Kyutai X,8.5019,https://mangadex.org/covers/66b0511a-528c-43de-b572-a7ff7a30ebd9/4f5ebead-fa60-449d-9c6c-e0034e5b1df7.png,2023
"Jimoto no Ijimekko-tachi ni Shikaeshi Shiyou to Shitara, Betsu no Tatakai ga Hajimatta.","地元のいじめっ子達に仕返ししようとしたら、別の戦いが始まった。, 本想报复以前欺负我的孩子王，另一场战斗却开始了。, When Trying to Get Back at the Hometown Bullies, Another Battle Began.",manga,"Local bullies tormented Kotaro when he was a youngster. They were the skilled wrestler Akari, a skilled basketball prodigy Kanae, and Shigure, a prodigy in video games.

Every day, Kotaro competed against these three guys in their respective sports with the intention of winning. Unfortunately, he was no match for them.

As a senior in high school, Kotaro now has another opportunity to confront them and exact his retribution...!

But he will discover a secret that he never would have expected....","Romance, Comedy, Harem, School Life, Web Comic",Matsumoto Kengo,Matsumoto Kengo,8.0974,https://mangadex.org/covers/b198f9b8-7489-44cc-a062-1cb4b32d5507/48259198-f0e1-41fc-84f7-daade9f098ff.jpg,2023
Tsuitenai Game Jikkyousha wa Akogare no Hito ni Kakinsareru,ツイてないゲーム実況者は憧れの人に課金される,manga,"""Hasumi, a university student who meets with misfortune whenever she does anything, is interested in Oikawa, who helped her out at the entrance ceremony.
However, when she steels herself to talk to him, he doesn't even remember her... Then, at the suggestion of her older brother, who noticed how amusing Hasumi's game-playing was, she decides to livestream a let's play. The video unexpectedly goes viral, and Oikawa has found it too...?

Gaming livestreamer x unlaughing guy—who will be the one to get hooked?""","Romance, Comedy, Video Games, Slice of Life",Ataru Tei,Ataru Tei,7.7746,https://mangadex.org/covers/c386a0b1-417a-4578-a041-618239a7f944/3430733c-4628-423c-a0a0-60fd7f83a1f8.jpg,2023
